seed,phenomenon,reward,weight_decay,N,selected_proxy_reward_mean,selected_true_utility_mean,selected_spurious_utility_mean,oracle_best_true_utility_mean,proxy_minus_true_gap
170000,verbosity,helpfulness,0.0,1,1.6625585549360906,-0.0574456473298083,2.250716177393312,-0.0574456473298083,1.7200042022658988
170000,verbosity,helpfulness,0.0,4,4.217158343372941,0.5368822252582348,4.358287515905894,1.0296440540380434,3.680276118114706
170000,verbosity,helpfulness,0.0,16,4.960542097224531,0.5739478052255357,7.714945248047682,1.771064215937814,4.386594291998994
170000,verbosity,helpfulness,0.0,64,5.0213285970846355,0.8288150186072964,9.79070814161931,2.3228705360313766,4.192513578477338
170000,verbosity,helpfulness,0.1,1,1.5434393493776286,-0.0574456473298083,2.250716177393312,-0.0574456473298083,1.6008849967074368
170000,verbosity,helpfulness,0.1,4,3.8978034509008572,0.5556817006202747,4.369858799836533,1.0296440540380434,3.3421217502805827
170000,verbosity,helpfulness,0.1,16,4.60006392783315,0.5905470632035034,7.7437130856634155,1.771064215937814,4.0095168646296475
170000,verbosity,helpfulness,0.1,64,4.664627437387215,0.7909026813475447,9.939250226343448,2.3228705360313766,3.8737247560396697
170000,verbosity,helpfulness,0.5,1,1.3105826050213287,-0.0574456473298083,2.250716177393312,-0.0574456473298083,1.3680282523511371
170000,verbosity,helpfulness,0.5,4,3.0189801655541526,0.4964932127552669,4.476229839030031,1.0296440540380434,2.522486952798886
170000,verbosity,helpfulness,0.5,16,3.504677258790297,0.5215918367713427,8.08184691237911,1.771064215937814,2.9830854220189544
170000,verbosity,helpfulness,0.5,64,3.5572638418095535,0.6196580959000382,10.588387610377,2.3228705360313766,2.9376057459095155
170000,formatting,readability,0.0,1,1.6439771419726956,0.12973917016896352,1.9671185844263128,0.12973917016896352,1.5142379718037318
170000,formatting,readability,0.0,4,3.1295776603374255,0.5517577425026478,3.6589011746669646,1.0056363795467615,2.5778199178347774
170000,formatting,readability,0.0,16,3.396547800156919,0.6294531125639764,6.226892176549696,1.6906866176191688,2.767094687592943
170000,formatting,readability,0.0,64,3.4085967316911647,1.041152416194025,7.400269389382962,2.3099604137442187,2.3674443154971394
170000,formatting,readability,0.1,1,1.526266693055319,0.12973917016896352,1.9671185844263128,0.12973917016896352,1.3965275228863552
170000,formatting,readability,0.1,4,2.9184847222536634,0.5562369625054342,3.6370184660448572,1.0056363795467615,2.3622477597482288
170000,formatting,readability,0.1,16,3.187523120870975,0.6358981193890727,6.24214484812529,1.6906866176191688,2.5516250014819017
170000,formatting,readability,0.1,64,3.2025944867994243,1.115426279333799,7.246819779201084,2.3099604137442187,2.0871682074656253
170000,formatting,readability,0.5,1,1.2204037615196432,0.12973917016896352,1.9671185844263128,0.12973917016896352,1.0906645913506796
170000,formatting,readability,0.5,4,2.299613168045535,0.5563080453544196,3.674919738562075,1.0056363795467615,1.7433051226911156
170000,formatting,readability,0.5,16,2.5309709939982357,0.5589823246587355,6.849569654409428,1.6906866176191688,1.9719886693394997
170000,formatting,readability,0.5,64,2.5441332480968515,0.8190380897704636,8.405660335864868,2.3099604137442187,1.7250951583263885
170000,confidence,decisiveness,0.0,1,2.7565370439248698,0.12313598702658289,2.7040133392968904,0.12313598702658289,2.6334010568982866
